Tue Mar 24 17:30:04 2026    profiling_results/s3_inference_metadata_burst_run2.prof

         1119691 function calls (1094421 primitive calls) in 0.865 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   119/75    0.001    0.000    0.002    0.000 parsers.py:686(_handle_structure)
        4    0.000    0.000    0.002    0.001 session.py:510(get_credentials)
     1229    0.001    0.000    0.002    0.000 regions.py:600(_resolve_param_as_static_context_param)
     6120    0.002    0.000    0.002    0.000 endpoint_provider.py:330(<genexpr>)
      150    0.001    0.000    0.002    0.000 uuid.py:714(uuid4)
       12    0.000    0.000    0.002    0.000 args.py:396(compute_s3_config)
      112    0.000    0.000    0.002    0.000 regions.py:660(_get_customized_builtins)
        1    0.000    0.000    0.002    0.002 session.py:193(_create_credential_resolver)
     2517    0.002    0.000    0.002    0.000 enum.py:695(__call__)
        1    0.000    0.000    0.002    0.002 credentials.py:84(create_credential_resolver)
       12    0.000    0.000    0.002    0.000 configprovider.py:867(provide)
       76    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:416(__enter__)
      112    0.000    0.000    0.002    0.000 awsrequest.py:292(create_request_object)
    10144    0.002    0.000    0.002    0.000 {method 'startswith' of 'str' objects}
      560    0.001    0.000    0.002    0.000 hmac.py:38(__init__)
      228    0.001    0.000    0.002    0.000 useragent.py:570(_build_feature_metadata)
      274    0.000    0.000    0.002    0.000 __init__.py:71(import_module)
      112    0.000    0.000    0.002    0.000 utils.py:418(get_equivalent_url_in_aws_domain)
     3941    0.001    0.000    0.002    0.000 <frozen posixpath>:42(_get_sep)
       35    0.000    0.000    0.002    0.000 models.py:299(response_dict)
     1643    0.001    0.000    0.002    0.000 retryhandler.py:222(__call__)
       74    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1211(get_data)
      367    0.000    0.000    0.002    0.000 settings.py:62(get_s3_custom_endpoints)
       75    0.001    0.000    0.002    0.000 utils.py:23(camelcase_to_underscores)
      148    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:480(_call_with_frames_removed)
      944    0.000    0.000    0.002    0.000 __init__.py:287(compile)
      687    0.001    0.000    0.002    0.000 hooks.py:277(_register)
        5    0.002    0.000    0.002    0.000 {method 'decompress' of 'zlib._ZlibDecompressor' objects}
      145    0.000    0.000    0.002    0.000 utilities.py:15(dynamo_json_dump)
      112    0.001    0.000    0.002    0.000 models.py:69(get_account_id_from)
      112    0.000    0.000    0.002    0.000 http.py:1051(http_date)
      220    0.002    0.000    0.002    0.000 encoder.py:207(iterencode)
